sequence,sequence_as_text,freq,dl_model,dl_data,dl_total
[0 2 14 3 0 1],[t e d   t h],727,22264.684867061173,2.0991222691409558e+07,2.101348737627662e+07
[0 2 14 3 0 7],[t e d   t o],901,22339.3113822539,2.098644987471709e+07,2.1008789186099343e+07
[0 2 14 3 17 8],[t e d   i n],645,22293.160802153423,2.0990119158639424e+07,2.1012412319441576e+07
[0 3 0 1 2 3],[t   t h e  ],5799,22756.574907432354,2.0971802125433914e+07,2.0994558700341348e+07
[0 3 0 1 13 0],[t   t h a t],1111,22191.863042406472,2.098707965405656e+07,2.1009271517098967e+07
[0 3 4 7 12 3],[t   f o r  ],893,22760.19893890409,2.0988286834119022e+07,2.1011047033057924e+07
[0 3 7 4 3 0],[t   o f   t],1825,22322.211171527455,2.0980769328857828e+07,2.1003091540029354e+07
[0 3 13 8 14 3],[t   a n d  ],1625,22795.379062620425,2.0988246030409284e+07,2.1011041409471903e+07
[0 3 17 8 3 0],[t   i n   t],738,22314.226376308747,2.09900743789618e+07,2.101238860533811e+07
[0 3 23 0 1 2],[t   . t h e],695,22363.29399494844,2.099153119045619e+07,2.1013894484451137e+07
[0 3 26 13 16 3],[t   w a s  ],1968,22693.906869691593,2.098110062218952e+07,2.1003794529059213e+07
[0 3 26 17 0 1],[t   w i t h],673,22297.20602594516,2.098910794402341e+07,2.101140515004936e+07
[0 7 3 0 1 2],[t o   t h e],4498,22267.42425857566,2.096252194905329e+07,2.0984789373311866e+07
[0 7 3 27 2 3],[t o   b e  ],1718,22419.530100113498,2.0981810817518175e+07,2.100423034761829e+07
[0 10 3 7 4 3],[t y   o f  ],895,22601.136439378082,2.0987074727016494e+07,2.1009675863455873e+07
[0 13 0 2 16 3],[t a t e s  ],635,22350.877869439573,2.0988279452421695e+07,2.1010630330291133e+07
[0 13 0 17 7 8],[t a t i o n],925,22217.368361623594,2.0984838152815435e+07,2.1007055521177057e+07
[0 16 3 7 4 3],[t s   o f  ],992,22648.453899098327,2.0987046984789424e+07,2.100969543868852e+07
[0 17 7 8 3 0],[t i o n   t],950,22171.084096734012,2.0987015950055208e+07,2.100918703415194e+07
[0 17 7 8 3 7],[t i o n   o],2461,22177.302227789278,2.096666146033232e+07,2.0988838762560107e+07
[0 17 7 8 3 13],[t i o n   a],951,22361.80928476667,2.0987016394714173e+07,2.100937820399894e+07
[0 17 7 8 3 17],[t i o n   i],919,22189.179841370704,2.0986017217087492e+07,2.100820639692886e+07
[0 17 7 8 3 23],[t i o n   .],1326,22574.167939473577,2.0982837554925364e+07,2.1005411722864836e+07
[0 17 7 8 3 25],[t i o n   ,],1268,22053.881818089467,2.0983976750519004e+07,2.1006030632337093e+07
[0 17 7 8 3 26],[t i o n   w],709,22117.81321212631,2.098844924155722e+07,2.101056705476935e+07
[0 17 7 8 13 6],[t i o n a l],1525,22100.01711084767,2.097517805075321e+07,2.0997278067864057e+07
[0 17 7 8 16 3],[t i o n s  ],3345,22567.382091175343,2.0963366565196294e+07,2.098593394728747e+07
[0 17 8 11 3 0],[t i n g   t],761,22311.864721836115,2.0990254358523667e+07,2.10125662232455e+07
[0 17 9 13 6 3],[t i c a l  ],620,22537.17658938634,2.098910597146883e+07,2.1011643148058213e+07
[0 21 2 8 0 3],[t m e n t  ],681,22429.79752136693,2.0985479227125492e+07,2.100790902464686e+07
[0 26 2 2 8 3],[t w e e n  ],730,22377.780018887832,2.0982239878308866e+07,2.1004617658327755e+07
[1 2 3 1 13 14],[h e   h a d],1243,21998.876496271536,2.0983312387592487e+07,2.1005311264088757e+07
[1 2 3 4 17 12],[h e   f i r],769,21965.78686887231,2.098571595145787e+07,2.1007681738326743e+07
[1 2 3 5 8 17],[h e   u n i],683,21983.51090171014,2.098660723268641e+07,2.1008590743588123e+07
[1 2 3 9 7 5],[h e   c o u],835,22089.035372781247,2.0989291622067306e+07,2.101138065744009e+07
[1 2 3 9 7 8],[h e   c o n],938,22129.323714257695,2.0989042622430533e+07,2.101117194614479e+07
[1 2 3 9 7 21],[h e   c o m],696,22067.03576579854,2.098850150884431e+07,2.1010568544610105e+07
[1 2 3 16 0 13],[h e   s t a],837,22159.301608833186,2.09883717317637e+07,2.1010531033372533e+07
[1 2 3 16 13 21],[h e   s a m],648,21935.775005830954,2.0987269728824638e+07,2.100920550383047e+07
[1 2 3 20 12 2],[h e   p r e],702,22122.560597855856,2.098971584996029e+07,2.1011838410558145e+07
[1 2 3 20 12 7],[h e   p r o],917,22282.47521943801,2.0986832908253737e+07,2.1009115383473177e+07
[1 2 3 26 7 12],[h e   w o r],781,22055.148646492387,2.0987261454270918e+07,2.100931660291741e+07
[1 2 3 26 13 16],[h e   w a s],1581,22051.568614242315,2.098268430352374e+07,2.1004735872137982e+07
[1 2 8 3 0 1],[h e n   t h],795,21947.581807618513,2.0989841214698877e+07,2.1011788796506494e+07
[1 2 12 2 3 13],[h e r e   a],625,22173.684684450454,2.0992063897593606e+07,2.1014237582278058e+07
[1 2 12 2 3 17],[h e r e   i],863,22077.163652751715,2.098978686961958e+07,2.1011864033272333e+07
[1 2 12 2 3 26],[h e r e   w],1044,22088.075587039937,2.0989386640521582e+07,2.1011474716108624e+07
[1 3 0 1 2 3],[h   t h e  ],2561,22492.73026764655,2.0984102843794275e+07,2.1006595574061923e+07
[1 7 5 6 14 3],[h o u l d  ],888,22246.12298603305,2.098354669933894e+07,2.1005792822324973e+07
[1 7 5 11 1 0],[h o u g h t],609,21934.181223053904,2.098556055677449e+07,2.1007494737997543e+07
[1 7 5 11 1 3],[h o u g h  ],767,22379.938155854303,2.0986125722509097e+07,2.1008505660664953e+07
[1 7 5 16 2 3],[h o u s e  ],667,22633.819076867978,2.0988578088726614e+07,2.1011211907803483e+07
[1 12 7 5 11 1],[h r o u g h],1123,21891.491233319426,2.0975918847043302e+07,2.099781033827662e+07
[1 13 0 3 0 1],[h a t   t h],2351,21958.37164475498,2.0979949163060818e+07,2.100190753470557e+07
[1 13 0 3 1 2],[h a t   h e],787,21979.364136198037,2.0989217897381555e+07,2.1011197261517752e+07
[1 13 14 3 27 2],[h a d   b e],835,21982.693436910504,2.098363807500882e+07,2.100562076844573e+07
[1 13 16 3 27 2],[h a s   b e],620,21895.20507153284,2.0986824590500657e+07,2.1008719795572188e+07
[1 13 18 2 3 0],[h a v e   t],601,22007.291732308688,2.09894282921452e+07,2.1011435583877508e+07
[1 13 18 2 3 27],[h a v e   b],729,21958.397835731896,2.0986932812802564e+07,2.1008891210638296e+07
[1 17 21 16 2 6],[h i m s e l],604,21848.63297793019,2.0981509739219196e+07,2.1003358372197125e+07
[2 0 26 2 2 8],[e t w e e n],730,21844.5567364273,2.0979227295303985e+07,2.1001071852040414e+07
[2 3 0 1 2 3],[e   t h e  ],3980,22857.30650663428,2.098805948985696e+07,2.1010916796363592e+07
[2 3 0 1 13 0],[e   t h a t],1436,22317.08479023643,2.09869963065415e+07,2.1009313391331736e+07
[2 3 0 7 3 0],[e   t o   t],719,22443.23505434101,2.0990239681268387e+07,2.1012682916322727e+07
[2 3 1 13 14 3],[e   h a d  ],1731,22790.361750484033,2.09834141867711e+07,2.1006204548521582e+07
[2 3 4 7 12 3],[e   f o r  ],1211,22869.165172091474,2.098759685480287e+07,2.1010466019974962e+07
[2 3 4 12 7 21],[e   f r o m],621,22303.706418725626,2.0987328431259546e+07,2.1009632137678273e+07
[2 3 4 17 12 16],[e   f i r s],730,22186.004612012694,2.098440750529634e+07,2.1006593509908352e+07
[2 3 7 0 1 2],[e   o t h e],631,22165.34984476827,2.099002791872604e+07,2.1012193268570807e+07
[2 3 7 4 3 0],[e   o f   t],2902,22494.379307398976,2.0975067748569716e+07,2.0997562127877116e+07
[2 3 7 4 3 13],[e   o f   a],651,22598.09794865133,2.0990888511490062e+07,2.1013486609438714e+07
[2 3 9 7 5 6],[e   c o u l],616,22314.08704814393,2.098804374642777e+07,2.1010357833475914e+07
[2 3 13 8 14 3],[e   a n d  ],3037,22953.409603003296,2.0985362569836516e+07,2.100831597943952e+07
[2 3 13 12 2 3],[e   a r e  ],822,22832.75898986843,2.0991236348329216e+07,2.1014069107319083e+07
[2 3 16 0 13 0],[e   s t a t],633,22334.393517047178,2.098837490215453e+07,2.101070929567158e+07
[2 3 16 13 17 14],[e   s a i d],774,22248.621711858934,2.09846729620282e+07,2.100692158374006e+07
[2 3 16 13 21 2],[e   s a m e],641,21933.845504578447,2.0986921766432803e+07,2.100885561193738e+07
[2 3 17 8 3 0],[e   i n   t],1011,22463.18931274088,2.098964870448587e+07,2.1012111893798612e+07
[2 3 20 12 2 16],[e   p r e s],660,22358.42626828282,2.0989107042704668e+07,2.101146546897295e+07
[2 3 23 0 1 2],[e   . t h e],1174,22434.025559284833,2.099075582185215e+07,2.1013189847411435e+07
[2 3 25 3 0 1],[e   ,   t h],963,22466.01761704435,2.0992794780726828e+07,2.101526079834387e+07
[2 3 25 3 13 8],[e   ,   a n],958,22433.99737854046,2.0989978555729933e+07,2.1012412553108472e+07
[2 3 26 7 5 6],[e   w o u l],742,22308.46965814339,2.0986547451703094e+07,2.1008855921361238e+07
[2 3 26 13 16 3],[e   w a s  ],2978,22927.087746368794,2.0979089883555792e+07,2.1002016971302163e+07
[2 3 26 17 0 1],[e   w i t h],978,22414.0340282424,2.098791659731385e+07,2.1010330631342094e+07
[2 3 27 2 2 8],[e   b e e n],715,21990.645693586117,2.0985377054450605e+07,2.100736770014419e+07
[2 4 7 12 2 3],[e f o r e  ],1225,22435.39055144142,2.0981384086773355e+07,2.1003819477324795e+07
[2 7 20 6 2 3],[e o p l e  ],848,22272.866662917775,2.098011797452541e+07,2.100239084118833e+07
[2 8 0 3 7 4],[e n t   o f],1081,22183.538836026273,2.0983278594410785e+07,2.100546213324681e+07
[2 8 0 3 25 3],[e n t   ,  ],711,22621.71450333165,2.0990527984351445e+07,2.1013149698854778e+07
[2 8 0 6 10 3],[e n t l y  ],765,22620.785057526096,2.098721935815091e+07,2.1009840143208437e+07
[2 8 2 12 13 6],[e n e r a l],690,21939.854951383666,2.09846402990582e+07,2.1006580154009584e+07
[2 8 3 0 1 2],[e n   t h e],1357,22210.81968579597,2.0988505116890106e+07,2.10107159365759e+07
[2 9 0 2 14 3],[e c t e d  ],803,22477.78263297425,2.0986981086580846e+07,2.100945886921382e+07
[2 9 0 17 7 8],[e c t i o n],1184,22124.808628725677,2.0980148905484445e+07,2.1002273714113172e+07
[2 9 0 17 18 2],[e c t i v e],648,22056.994548040046,2.098626836520788e+07,2.1008325359755922e+07
[2 9 13 5 16 2],[e c a u s e],883,21843.95307666974,2.097892138423341e+07,2.100076533731008e+07
[2 12 0 13 17 8],[e r t a i n],630,22003.017848460044,2.0985192471244533e+07,2.1007195489092994e+07
[2 12 2 3 17 16],[e r e   i s],623,21949.4895072152,2.0989892783231057e+07,2.1011842272738274e+07
[2 12 2 3 26 13],[e r e   w a],630,21968.56320743801,2.098905284023124e+07,2.1011021403438676e+07
[2 12 3 0 1 2],[e r   t h e],1428,22349.730102310692,2.09883873207744e+07,2.101073705087671e+07
[2 12 3 0 1 13],[e r   t h a],743,22249.38714938793,2.0990525694181446e+07,2.1012775081330832e+07
[2 12 3 0 7 3],[e r   t o  ],834,22802.18278784932,2.0989506433758788e+07,2.101230861654664e+07
[2 12 3 7 4 3],[e r   o f  ],1391,22735.76405016205,2.098583162569607e+07,2.1008567389746234e+07
[2 12 3 13 8 14],[e r   a n d],833,22350.110382704686,2.099011974874716e+07,2.1012469859129865e+07
[2 12 16 3 25 3],[e r s   ,  ],740,22850.788881465014,2.099180329727487e+07,2.1014654086156335e+07
[2 12 17 8 11 3],[e r i n g  ],685,22775.68252555419,2.0991249846574664e+07,2.1014025529100217e+07
[2 12 17 9 13 8],[e r i c a n],703,21908.45769694495,2.0986219345868163e+07,2.1008127803565107e+07
[2 13 12 6 10 3],[e a r l y  ],657,22661.55666312774,2.0986936128321566e+07,2.1009597684984695e+07
[2 14 3 0 1 2],[e d   t h e],2665,22452.16313853761,2.0986725307918534e+07,2.1009177471057072e+07
[2 14 3 0 1 13],[e d   t h a],893,22364.500062412055,2.098958498437939e+07,2.1011949484441802e+07
[2 14 3 0 7 3],[e d   t o  ],3748,22940.03846537862,2.0969971993348964e+07,2.099291203181434e+07
[2 14 3 4 7 12],[e d   f o r],955,22394.712474461892,2.0987130496950924e+07,2.1009525209425386e+07
[2 14 3 7 8 3],[e d   o n  ],695,22804.801868753828,2.0991564336061094e+07,2.101436913792985e+07
[2 14 3 13 0 3],[e d   a t  ],627,22992.36429976641,2.0991752304504205e+07,2.101474466880397e+07
[2 14 3 13 8 14],[e d   a n d],1050,22399.13647251705,2.0989679676568765e+07,2.101207881304128e+07
[2 14 3 17 8 3],[e d   i n  ],2195,22916.2965493318,2.0984525267276842e+07,2.1007441563826174e+07
[2 14 3 26 17 0],[e d   w i t],1145,22357.053531616588,2.098645233254632e+07,2.1008809386077937e+07
[2 14 3 27 10 3],[e d   b y  ],2072,22876.387544044755,2.098304001392607e+07,2.1005916401470114e+07
[2 16 3 0 1 2],[e s   t h e],671,22484.492809513467,2.099273269573799e+07,2.1015217188547503e+07
[2 16 3 0 7 3],[e s   t o  ],694,22784.880058412666,2.0990518314793546e+07,2.1013303194851957e+07
[2 16 3 7 4 3],[e s   o f  ],2087,22876.967854713348,2.0982365134181444e+07,2.1005242102036156e+07
[2 16 3 13 8 14],[e s   a n d],1215,22328.157104591457,2.098784706669821e+07,2.10101752238028e+07
[2 16 3 17 8 3],[e s   i n  ],1001,22852.785213813822,2.0989730056540724e+07,2.1012582841754537e+07
[2 16 3 25 3 13],[e s   ,   a],615,22583.537126461782,2.0991755565755446e+07,2.101433910288191e+07
[2 16 16 17 7 8],[e s s i o n],687,21995.293988943147,2.0985830853981897e+07,2.100782614797084e+07
[2 16 17 14 2 8],[e s i d e n],609,21863.05772522716,2.0985369588886462e+07,2.100723264661169e+07
[2 18 2 6 7 20],[e v e l o p],744,21907.6194488986,2.0980116349232104e+07,2.1002023968681004e+07
[2 21 2 8 0 3],[e m e n t  ],1235,22532.039108142322,2.0983738332258187e+07,2.100627037136633e+07
[2 24 20 2 12 17],[e x p e r i],619,21986.72434200008,2.0984619807439342e+07,2.1006606531781342e+07
[3 0 1 2 3 0],[  t h e   t],3211,22556.313361738303,2.098774448353234e+07,2.1010300796894077e+07
[3 0 1 2 3 1],[  t h e   h],2043,22390.53576066095,2.0988377630690355e+07,2.1010768166451015e+07
[3 0 1 2 3 2],[  t h e   e],2596,22691.271240931736,2.0981269638222028e+07,2.100396090946296e+07
[3 0 1 2 3 4],[  t h e   f],3772,22555.659820428886,2.0978132921808727e+07,2.1000688581629157e+07
[3 0 1 2 3 5],[  t h e   u],1350,22474.39743990202,2.098602139162367e+07,2.100849578906357e+07
[3 0 1 2 3 6],[  t h e   l],2507,22453.51137047051,2.0982714356899396e+07,2.1005167868269864e+07
[3 0 1 2 3 7],[  t h e   o],2258,22763.72038451776,2.0988649261846974e+07,2.1011412982231494e+07
[3 0 1 2 3 8],[  t h e   n],2143,22569.98675594443,2.098187694253134e+07,2.1004446929287285e+07
[3 0 1 2 3 9],[  t h e   c],5497,22721.89354337352,2.0972249976745635e+07,2.099497187028901e+07
[3 0 1 2 3 11],[  t h e   g],1886,22461.314747729935,2.098511561646298e+07,2.1007576931210708e+07
[3 0 1 2 3 12],[  t h e   r],3026,22514.481779702823,2.0980949610786017e+07,2.100346409256572e+07
[3 0 1 2 3 13],[  t h e   a],3210,22842.612498234594,2.098782475552741e+07,2.1010667368025646e+07
[3 0 1 2 3 14],[  t h e   d],2840,22573.5455505095,2.0980976619872976e+07,2.1003550165423486e+07
[3 0 1 2 3 16],[  t h e   s],7069,22776.54572621282,2.0963853525066398e+07,2.098663007079261e+07
[3 0 1 2 3 17],[  t h e   i],1743,22643.976679562253,2.0989976585179847e+07,2.101262056185941e+07
[3 0 1 2 3 18],[  t h e   v],873,22397.89172569904,2.099003277825923e+07,2.101243066998493e+07
[3 0 1 2 3 20],[  t h e   p],5165,22608.179871601973,2.097323088250816e+07,2.099583906237976e+07
[3 0 1 2 3 21],[  t h e   m],3657,22499.73539027516,2.098008516798857e+07,2.1002584903378844e+07
[3 0 1 2 3 26],[  t h e   w],2736,22482.051478140038,2.0987113064284444e+07,2.1009595115762584e+07
[3 0 1 2 3 27],[  t h e   b],3117,22543.922171890445,2.0984400270756256e+07,2.1006944192928147e+07
[3 0 1 2 8 3],[  t h e n  ],1024,22919.60293823208,2.099272640342503e+07,2.101564600636326e+07
[3 0 1 2 10 3],[  t h e y  ],2732,22847.22370628192,2.0982697923579045e+07,2.1005545147285327e+07
[3 0 1 2 12 2],[  t h e r e],2238,22624.336317940008,2.0988622296891425e+07,2.1011246633209366e+07
[3 0 1 2 16 2],[  t h e s e],1229,22352.07027144217,2.0989109271012817e+07,2.101146134128426e+07
[3 0 1 2 17 12],[  t h e i r],2574,22320.74419554281,2.0967398093433984e+07,2.0989718837629527e+07
[3 0 1 2 21 3],[  t h e m  ],1786,22766.279126315418,2.0985824975607034e+07,2.100859125473335e+07
[3 0 1 7 5 11],[  t h o u g],974,22347.301166904694,2.098532226615654e+07,2.1007669567323443e+07
[3 0 1 7 16 2],[  t h o s e],780,22255.490166156425,2.0988247951420862e+07,2.101050344158702e+07
[3 0 1 12 2 2],[  t h r e e],661,22456.97457935617,2.0988248277829286e+07,2.1010705252408642e+07
[3 0 1 12 7 5],[  t h r o u],1067,22487.82313929746,2.098142832363955e+07,2.1003916146778848e+07
[3 0 1 13 0 3],[  t h a t  ],10259,23241.25147995249,2.0941987551950835e+07,2.096522880343079e+07
[3 0 1 13 8 3],[  t h a n  ],1790,23042.118991659307,2.0989463800544877e+07,2.1012505919536535e+07
[3 0 1 17 8 11],[  t h i n g],697,22323.221685109787,2.09909637932462e+07,2.101328701493131e+07
[3 0 1 17 8 22],[  t h i n k],610,22333.37370527206,2.098921886993276e+07,2.101155224363803e+07
[3 0 1 17 16 3],[  t h i s  ],4008,22957.576329181782,2.0980607785696197e+07,2.100356536202538e+07
[3 0 7 3 0 1],[  t o   t h],4122,22497.678591555232,2.097037697444926e+07,2.0992874653040815e+07
[3 0 7 3 1 17],[  t o   h i],605,22429.943001511227,2.0989114786789104e+07,2.1011544729790617e+07
[3 0 7 3 9 7],[  t o   c o],663,22604.34113590104,2.0989784751175486e+07,2.1012389092311386e+07
[3 0 7 3 12 2],[  t o   r e],834,22706.1827231221,2.0987636391327243e+07,2.1010342574050367e+07
[3 0 7 3 13 3],[  t o   a  ],655,22811.582388766306,2.0989931934913997e+07,2.1012743517302763e+07
[3 0 7 3 27 2],[  t o   b e],1935,22682.10021445846,2.0980531405585244e+07,2.1003213505799703e+07
[3 0 17 21 2 3],[  t i m e  ],1574,22885.77390073524,2.098669729407712e+07,2.1009583067977857e+07
[3 1 2 3 1 13],[  h e   h a],872,22594.792580745907,2.0988016710165776e+07,2.1010611502746522e+07
[3 1 2 3 26 13],[  h e   w a],835,22423.00165787965,2.0989502897011615e+07,2.1011925898669496e+07
[3 1 2 12 2 3],[  h e r e  ],621,22857.115520158975,2.0993220543530934e+07,2.1016077659051094e+07
[3 1 7 5 16 2],[  h o u s e],745,22520.719337929007,2.0988035799160648e+07,2.1010556518498577e+07
[3 1 13 14 3 0],[  h a d   t],643,22496.00997427042,2.0990272632110503e+07,2.1012768642084774e+07
[3 1 13 14 3 27],[  h a d   b],915,22532.358871637174,2.0987040682174996e+07,2.1009573041046634e+07
[3 1 13 16 3 27],[  h a s   b],647,22512.791685482065,2.0989621224136785e+07,2.1012134015822265e+07
[3 1 13 18 2 3],[  h a v e  ],3906,23138.699291984034,2.0965898742319245e+07,2.098903744161123e+07
[3 1 17 21 16 2],[  h i m s e],604,22412.79738836592,2.0985250800973706e+07,2.1007663598362073e+07
[3 2 13 9 1 3],[  e a c h  ],753,22940.223045038354,2.098635524465705e+07,2.100929546770209e+07
[3 2 18 2 8 3],[  e v e n  ],982,22856.552831097604,2.0986882182249267e+07,2.1009738735080365e+07
[3 2 18 2 12 10],[  e v e r y],805,22475.55200214979,2.098559441595514e+07,2.100806996795729e+07
[3 2 24 20 2 12],[  e x p e r],656,22425.134197907617,2.0986478270877354e+07,2.1008903405075263e+07
[3 4 7 5 8 14],[  f o u n d],657,22484.598233062166,2.099011312091788e+07,2.101259771915094e+07
[3 4 7 12 3 0],[  f o r   t],2467,22767.18005342353,2.0976250095849734e+07,2.0999017275903158e+07
[3 4 7 12 3 13],[  f o r   a],1327,22799.820075129577,2.0984998108097196e+07,2.1007797928172324e+07
[3 4 12 7 21 3],[  f r o m  ],4218,23265.029379338186,2.0946615534540556e+07,2.0969880563919894e+07
[3 4 17 12 16 0],[  f i r s t],1317,22461.730204994616,2.097763238589165e+07,2.1000094116096646e+07
[3 5 8 14 2 12],[  u n d e r],1282,22847.95132117201,2.098230480368935e+07,2.1005152755010523e+07
[3 5 16 2 14 3],[  u s e d  ],610,22829.715146555114,2.098988230264878e+07,2.1012712017795336e+07
[3 6 7 8 11 3],[  l o n g  ],741,22894.362866520485,2.098954221195847e+07,2.1012436574824993e+07
[3 6 13 12 11 2],[  l a r g e],608,22352.373425071233,2.098705491709222e+07,2.100940729051729e+07
[3 6 13 16 0 3],[  l a s t  ],644,22926.77855785796,2.098940863966376e+07,2.101233541822162e+07
[3 6 17 0 0 6],[  l i t t l],835,22326.881688195986,2.0979858429599985e+07,2.100218531128818e+07
[3 6 17 4 2 3],[  l i f e  ],708,22758.177656548687,2.0987546253489636e+07,2.1010304431146186e+07
[3 6 17 22 2 3],[  l i k e  ],1235,22893.90999421057,2.098212066054413e+07,2.1005014570538342e+07
[3 7 0 1 2 12],[  o t h e r],1994,22453.810925508267,2.098127735493907e+07,2.100373116586458e+07
[3 7 4 3 0 1],[  o f   t h],11682,22650.412117389307,2.0915458136220004e+07,2.0938108548337393e+07
[3 7 4 3 1 17],[  o f   h i],1030,22432.798647989493,2.09861299924992e+07,2.1008562791147187e+07
[3 7 4 3 9 7],[  o f   c o],1009,22793.937356574595,2.0988285397573225e+07,2.10110793349298e+07
[3 7 4 3 13 3],[  o f   a  ],1471,22985.481572019697,2.0985044380489416e+07,2.1008029862061437e+07
[3 7 4 4 17 9],[  o f f i c],662,22447.976555344783,2.098748296887289e+07,2.1009930945428234e+07
[3 7 5 0 3 7],[  o u t   o],602,22497.674771403792,2.098940007740735e+07,2.101189775217875e+07
[3 7 8 2 3 7],[  o n e   o],711,22521.570098345423,2.0989248023532603e+07,2.1011769593630947e+07
[3 7 8 3 0 1],[  o n   t h],2610,22653.308998145294,2.0983173498454507e+07,2.1005826807452653e+07
[3 7 8 6 10 3],[  o n l y  ],1637,22995.476573829783,2.098094908912741e+07,2.100394456570124e+07
[3 7 18 2 12 3],[  o v e r  ],1210,23082.07057886996,2.098715642314416e+07,2.101023849372303e+07
[3 8 2 18 2 12],[  n e v e r],710,22331.184628787134,2.09868824728269e+07,2.100921365745569e+07
[3 8 5 21 27 2],[  n u m b e],607,22314.21727708948,2.0983765741858207e+07,2.1006079959135298e+07
[3 8 13 0 17 7],[  n a t i o],805,22352.921836107715,2.0984196939078014e+07,2.1006549860914122e+07
[3 9 1 17 6 14],[  c h i l d],700,22542.32537019207,2.098656378883443e+07,2.1009106114204623e+07
[3 9 7 5 6 14],[  c o u l d],1757,22534.43977656571,2.097796801225534e+07,2.1000502452031907e+07
[3 9 7 5 8 0],[  c o u n t],911,22514.176137829665,2.0986459983584225e+07,2.1008974159722056e+07
[3 9 7 8 0 12],[  c o n t r],873,22467.60452658928,2.0986572276975024e+07,2.1009039881501615e+07
[3 9 7 8 9 2],[  c o n c e],828,22486.76165605299,2.0987601938894037e+07,2.101008870055009e+07
[3 9 7 8 16 17],[  c o n s i],717,22463.702546782264,2.0986824431389954e+07,2.1009288133936737e+07
[3 9 7 21 2 3],[  c o m e  ],619,22722.09337501529,2.099151942491854e+07,2.1014241518293556e+07
[3 9 7 21 20 6],[  c o m p l],742,22427.895949164278,2.0987299491426732e+07,2.1009727387375895e+07
[3 9 7 21 20 13],[  c o m p a],738,22460.909236513355,2.0987789539074086e+07,2.10102504483106e+07
[3 9 7 21 21 5],[  c o m m u],671,22399.200465476224,2.0985472672514245e+07,2.1007871872979723e+07
[3 9 13 21 2 3],[  c a m e  ],621,22779.202196965438,2.099054854252869e+07,2.1013327744725656e+07
[3 10 2 13 12 3],[  y e a r  ],654,22668.795195277504,2.0986495081155993e+07,2.100916387635127e+07
[3 10 2 13 12 16],[  y e a r s],951,22498.610871936424,2.0980178065497436e+07,2.1002676676369373e+07
[3 10 7 5 12 3],[  y o u r  ],895,22683.317753482315,2.0985928219007622e+07,2.1008611536761105e+07
[3 11 2 8 2 12],[  g e n e r],829,22439.60909835033,2.0984763515792854e+07,2.1007203124891203e+07
[3 11 7 7 14 3],[  g o o d  ],785,22819.574241879123,2.0984930493756857e+07,2.1007750067998737e+07
[3 11 7 18 2 12],[  g o v e r],691,22578.26224481433,2.098435948203552e+07,2.1006937744280335e+07
[3 11 12 2 13 0],[  g r e a t],1017,22400.128290144814,2.09836148377951e+07,2.1006014966085248e+07
[3 12 17 11 1 0],[  r i g h t],725,22522.150169589528,2.0984043521460935e+07,2.1006565671630524e+07
[3 13 0 3 0 1],[  a t   t h],1738,22634.073845601404,2.098807248386273e+07,2.1010706557708334e+07
[3 13 4 0 2 12],[  a f t e r],980,22507.452714077765,2.0981096223900862e+07,2.100360367661494e+07
[3 13 6 6 3 0],[  a l l   t],709,22461.374201371473,2.099030031582087e+07,2.101276169002224e+07
[3 13 6 16 7 3],[  a l s o  ],997,22794.97604102979,2.0984879203421887e+07,2.1007674179462917e+07
[3 13 8 14 3 0],[  a n d   t],4473,22733.01261258328,2.0973533070496902e+07,2.0996266083109487e+07
[3 13 8 14 3 1],[  a n d   h],1627,22601.778669400308,2.0987337446335454e+07,2.1009939225004856e+07
[3 13 8 14 3 2],[  a n d   e],960,22862.136092706703,2.0988267853185426e+07,2.1011129989278134e+07
[3 13 8 14 3 4],[  a n d   f],1068,22673.851007182264,2.098937453337516e+07,2.101204838438234e+07
[3 13 8 14 3 6],[  a n d   l],793,22619.079891535665,2.0990111930961397e+07,2.1012731010852933e+07
[3 13 8 14 3 7],[  a n d   o],919,22787.85202932987,2.0990823646965083e+07,2.1013611498994414e+07
[3 13 8 14 3 9],[  a n d   c],1465,22740.25475490042,2.0987992370053064e+07,2.1010732624807965e+07
[3 13 8 14 3 12],[  a n d   r],851,22656.916029732874,2.0989908744637262e+07,2.1012565660666995e+07
[3 13 8 14 3 13],[  a n d   a],2243,23012.142339383627,2.0986306061311223e+07,2.1009318203650605e+07
[3 13 8 14 3 14],[  a n d   d],1082,22648.176041478735,2.0988173194408003e+07,2.1010821370449483e+07
[3 13 8 14 3 16],[  a n d   s],2450,22897.587137268263,2.0982300989282597e+07,2.1005198576419864e+07
[3 13 8 14 3 17],[  a n d   i],1640,22806.740447687844,2.0986664097002126e+07,2.1009470837449815e+07
[3 13 8 14 3 20],[  a n d   p],1370,22678.59769425062,2.098835024843293e+07,2.1011028846127182e+07
[3 13 8 14 3 21],[  a n d   m],1311,22707.932013672493,2.098791839742808e+07,2.1010626329441752e+07
[3 13 8 14 3 26],[  a n d   w],1532,22681.200583873662,2.0988316766665578e+07,2.1010997967249453e+07
[3 13 8 14 3 27],[  a n d   b],915,22612.048514348633,2.0990995883618336e+07,2.1013607932132684e+07
[3 13 11 13 17 8],[  a g a i n],1154,22529.995192427374,2.0980651252425067e+07,2.1003181247617494e+07
[3 13 16 3 0 1],[  a s   t h],1054,22563.889445540397,2.0991364599277988e+07,2.1013928488723528e+07
